classificacao,genero,cor_ou_raca,estados,mes_pesquisa,semana_do_mes,febre,tosse,dor_de_garganta,dificuldade_respirar,dor_no_peito,nariz_escorrendo_entupido,fadiga,perda_de_ofato_sabor,dores_musculares,diarreia
18-25 Jovem ,Homem,Parda,Piauí,7,3,1,1,0,0,0,0,0,0,1,1
18-25 Jovem ,Mulher,Parda,Piauí,7,1,0,1,3,0,0,0,1,0,0,0
60+ Idoso,Mulher,Parda,Piauí,7,3,1,2,1,0,0,2,2,0,5,5
26-59 Adulto,Homem,Preta,Piauí,7,1,0,0,1,0,0,0,0,0,1,1
0-12 Criança,Homem,Parda,Piauí,7,1,0,1,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Piauí,7,4,1,3,1,0,0,2,0,0,2,2
26-59 Adulto,Mulher,Preta,Piauí,7,1,1,1,1,1,1,0,1,0,2,2
60+ Idoso,Homem,Branca,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Piauí,7,3,1,1,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Piauí,7,3,1,0,1,0,0,3,0,1,0,0
0-12 Criança,Mulher,Parda,Piauí,7,2,3,3,1,1,0,1,1,2,1,1
26-59 Adulto,Mulher,Branca,Piauí,7,1,2,1,6,2,0,4,3,2,5,5
0-12 Criança,Mulher,Branca,Piauí,7,1,1,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Piauí,7,1,1,1,1,1,1,1,1,1,1,1
60+ Idoso,Homem,Preta,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Piauí,7,1,1,3,0,1,0,1,1,0,3,3
26-59 Adulto,Mulher,Branca,Piauí,7,4,0,1,1,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Parda,Piauí,7,4,2,0,0,0,0,0,1,0,0,0
60+ Idoso,Mulher,Branca,Piauí,7,4,1,0,0,0,1,0,1,0,1,1
18-25 Jovem ,Homem,Parda,Piauí,7,4,1,1,2,0,0,2,2,0,0,0
18-25 Jovem ,Homem,Parda,Piauí,7,1,2,2,1,0,0,1,0,1,3,3
18-25 Jovem ,Homem,Preta,Piauí,7,3,0,1,0,0,0,1,0,1,0,0
26-59 Adulto,Mulher,Preta,Piauí,7,4,0,0,1,1,0,1,1,1,1,1
60+ Idoso,Homem,Preta,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Piauí,7,4,0,1,0,1,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Piauí,7,3,0,0,0,0,0,0,0,0,1,1
26-59 Adulto,Homem,Parda,Piauí,7,2,5,9,6,3,4,11,4,5,7,7
18-25 Jovem ,Mulher,Branca,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Piauí,7,2,1,2,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Branca,Piauí,7,3,0,0,0,1,0,1,0,0,0,0
0-12 Criança,Homem,Branca,Piauí,7,3,0,0,0,0,1,0,0,0,0,0
60+ Idoso,Homem,Preta,Piauí,7,2,0,2,1,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Piauí,7,2,1,1,1,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Piauí,7,1,2,1,1,0,0,1,0,0,0,0
60+ Idoso,Mulher,Parda,Piauí,7,4,5,2,2,0,0,2,3,3,8,8
18-25 Jovem ,Mulher,Parda,Piauí,7,4,2,2,1,2,1,1,1,1,1,1
18-25 Jovem ,Homem,Parda,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Piauí,7,2,1,1,1,0,0,1,1,1,1,1
0-12 Criança,Homem,Preta,Piauí,7,2,1,0,1,0,0,0,1,1,1,1
60+ Idoso,Mulher,Preta,Piauí,7,3,3,1,1,0,0,1,1,0,1,1
18-25 Jovem ,Mulher,Parda,Piauí,7,2,0,1,1,0,0,3,0,0,0,0
60+ Idoso,Mulher,Preta,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Piauí,7,4,0,0,1,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Piauí,7,4,0,1,1,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Piauí,7,3,2,1,2,2,1,2,0,1,1,1
13-17 Adolescente,Homem,Parda,Piauí,7,1,2,2,2,0,0,1,1,0,2,2
13-17 Adolescente,Mulher,Preta,Piauí,7,1,0,0,1,0,0,1,0,1,0,0
0-12 Criança,Homem,Parda,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Piauí,7,4,2,1,0,0,1,1,2,0,2,2
0-12 Criança,Homem,Branca,Piauí,7,2,1,1,1,0,0,1,0,1,0,0
13-17 Adolescente,Homem,Branca,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Piauí,7,3,1,1,1,0,2,1,2,0,1,1
13-17 Adolescente,Homem,Preta,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Piauí,7,3,1,0,1,0,0,0,1,0,1,1
18-25 Jovem ,Mulher,Preta,Piauí,7,3,0,0,0,1,0,2,1,2,1,1
0-12 Criança,Mulher,Preta,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Piauí,7,1,0,0,1,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Piauí,7,3,4,3,3,1,1,4,1,3,3,3
13-17 Adolescente,Mulher,Parda,Piauí,7,2,0,0,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Branca,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Piauí,7,4,0,0,1,0,0,2,0,0,1,1
18-25 Jovem ,Homem,Preta,Piauí,7,1,1,0,0,0,0,0,0,1,0,0
13-17 Adolescente,Homem,Branca,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Piauí,7,2,2,0,1,0,0,1,1,1,2,2
0-12 Criança,Homem,Branca,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Piauí,7,3,2,1,1,0,0,1,0,2,1,1
0-12 Criança,Mulher,Branca,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Piauí,7,3,0,0,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Piauí,7,2,1,1,1,0,1,1,1,1,1,1
26-59 Adulto,Homem,Indígena,Piauí,7,2,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Indígena,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Piauí,7,2,1,0,1,0,0,0,0,0,1,1
13-17 Adolescente,Homem,Branca,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Piauí,7,4,1,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Piauí,7,1,0,0,0,0,0,2,0,0,0,0
0-12 Criança,Homem,Preta,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Piauí,7,2,1,1,1,0,0,1,0,0,1,1
18-25 Jovem ,Homem,Preta,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Piauí,7,2,0,0,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Piauí,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Piauí,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Piauí,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Piauí,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Ceará,7,2,8,17,15,2,3,17,9,4,7,7
18-25 Jovem ,Homem,Parda,Ceará,7,2,5,4,2,1,1,4,1,5,3,3
0-12 Criança,Mulher,Parda,Ceará,7,2,3,7,1,1,0,7,0,0,0,0
26-59 Adulto,Mulher,Parda,Ceará,7,3,17,17,17,9,4,18,13,18,25,25
26-59 Adulto,Homem,Parda,Ceará,7,3,8,16,13,6,4,18,10,9,19,19
13-17 Adolescente,Mulher,Parda,Ceará,7,3,1,1,2,0,0,1,0,1,1,1
0-12 Criança,Homem,Branca,Ceará,7,3,2,2,1,0,0,5,0,0,1,1
26-59 Adulto,Homem,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Ceará,7,2,0,1,0,0,0,1,0,0,0,0
0-12 Criança,Homem,Branca,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Ceará,7,3,7,4,3,3,1,10,5,4,6,6
26-59 Adulto,Homem,Parda,Ceará,7,2,13,17,17,5,1,12,3,6,7,7
26-59 Adulto,Homem,Branca,Ceará,7,1,5,5,3,4,0,7,2,2,3,3
26-59 Adulto,Mulher,Branca,Ceará,7,1,11,8,13,6,2,11,7,6,10,10
13-17 Adolescente,Mulher,Parda,Ceará,7,1,2,0,1,0,0,3,0,0,0,0
0-12 Criança,Mulher,Branca,Ceará,7,1,0,0,0,0,0,0,0,0,1,1
26-59 Adulto,Homem,Indígena,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Ceará,7,3,5,3,5,1,1,2,0,1,0,0
60+ Idoso,Mulher,Branca,Ceará,7,4,3,5,1,0,0,0,3,1,2,2
26-59 Adulto,Mulher,Branca,Ceará,7,4,3,7,5,1,2,4,5,5,6,6
0-12 Criança,Homem,Parda,Ceará,7,4,3,2,2,0,0,3,1,0,2,2
13-17 Adolescente,Mulher,Parda,Ceará,7,2,1,2,2,0,0,2,1,0,0,0
18-25 Jovem ,Homem,Parda,Ceará,7,4,3,4,4,1,0,5,2,1,0,0
60+ Idoso,Mulher,Parda,Ceará,7,4,4,6,6,2,2,11,4,2,9,9
60+ Idoso,Homem,Parda,Ceará,7,4,6,7,5,3,0,3,3,1,1,1
26-59 Adulto,Homem,Parda,Ceará,7,4,13,14,9,1,0,11,8,5,7,7
26-59 Adulto,Mulher,Parda,Ceará,7,4,12,19,26,8,8,27,12,13,17,17
0-12 Criança,Homem,Branca,Ceará,7,4,1,0,1,0,0,0,1,0,1,1
13-17 Adolescente,Mulher,Branca,Ceará,7,4,1,2,2,0,0,1,0,1,1,1
26-59 Adulto,Homem,Parda,Ceará,7,1,9,15,10,2,2,17,6,4,8,8
26-59 Adulto,Mulher,Parda,Ceará,7,1,12,13,18,6,9,14,13,9,14,14
60+ Idoso,Homem,Branca,Ceará,7,1,4,5,1,2,2,3,2,2,3,3
60+ Idoso,Mulher,Branca,Ceará,7,1,0,0,1,1,0,3,1,1,3,3
0-12 Criança,Mulher,Parda,Ceará,7,1,1,1,2,0,0,3,0,0,0,0
60+ Idoso,Mulher,Parda,Ceará,7,2,4,7,2,4,0,1,1,3,6,6
26-59 Adulto,Homem,Branca,Ceará,7,2,3,4,2,1,0,4,2,2,2,2
26-59 Adulto,Mulher,Branca,Ceará,7,2,10,8,14,3,2,10,5,7,8,8
18-25 Jovem ,Homem,Branca,Ceará,7,2,2,1,4,0,1,3,2,0,2,2
60+ Idoso,Mulher,Parda,Ceará,7,1,2,5,6,2,1,6,4,3,3,3
26-59 Adulto,Homem,Preta,Ceará,7,1,3,2,1,2,1,0,2,2,2,2
0-12 Criança,Homem,Preta,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Ceará,7,1,5,3,4,1,0,3,1,1,2,2
26-59 Adulto,Homem,Branca,Ceará,7,4,2,2,5,1,1,2,1,1,3,3
0-12 Criança,Mulher,Branca,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Ceará,7,4,6,5,7,1,1,6,1,1,1,1
60+ Idoso,Homem,Parda,Ceará,7,3,3,2,0,4,2,3,2,2,4,4
60+ Idoso,Mulher,Parda,Ceará,7,3,4,8,4,3,2,7,4,5,6,6
26-59 Adulto,Mulher,Preta,Ceará,7,2,3,2,2,0,2,2,0,0,3,3
0-12 Criança,Homem,Parda,Ceará,7,2,4,4,2,1,0,5,0,0,1,1
26-59 Adulto,Homem,Branca,Ceará,7,3,6,10,5,4,1,4,4,4,6,6
60+ Idoso,Mulher,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Ceará,7,4,1,1,1,0,2,3,0,0,1,1
0-12 Criança,Homem,Parda,Ceará,7,3,5,3,3,1,0,5,2,1,2,2
18-25 Jovem ,Homem,Branca,Ceará,7,3,3,4,2,1,1,1,2,2,2,2
13-17 Adolescente,Homem,Branca,Ceará,7,1,0,1,0,0,0,2,0,0,0,0
26-59 Adulto,Homem,Preta,Ceará,7,3,0,2,1,1,1,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Ceará,7,3,9,7,7,2,0,6,3,5,8,8
60+ Idoso,Homem,Parda,Ceará,7,2,3,4,2,3,1,2,2,0,1,1
18-25 Jovem ,Mulher,Parda,Ceará,7,2,2,4,4,1,2,4,4,3,2,2
0-12 Criança,Mulher,Branca,Ceará,7,3,1,2,2,0,0,2,0,0,0,0
18-25 Jovem ,Mulher,Branca,Ceará,7,3,1,0,2,1,1,1,0,1,0,0
18-25 Jovem ,Homem,Parda,Ceará,7,3,5,5,4,2,3,6,4,2,3,3
18-25 Jovem ,Homem,Parda,Ceará,7,1,3,5,4,3,1,9,4,3,5,5
26-59 Adulto,Mulher,Preta,Ceará,7,3,4,4,2,0,1,1,2,1,4,4
13-17 Adolescente,Homem,Preta,Ceará,7,3,0,0,0,0,0,0,0,1,0,0
60+ Idoso,Mulher,Branca,Ceará,7,2,1,3,1,0,0,3,1,0,1,1
26-59 Adulto,Mulher,Amarela,Ceará,7,2,0,0,1,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Ceará,7,3,2,3,4,3,1,2,3,2,6,6
18-25 Jovem ,Mulher,Branca,Ceará,7,4,0,2,4,0,0,2,0,1,0,0
60+ Idoso,Mulher,Preta,Ceará,7,3,0,0,0,0,0,0,0,0,1,1
60+ Idoso,Homem,Preta,Ceará,7,3,1,0,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Parda,Ceará,7,4,3,4,6,2,1,7,3,1,3,3
26-59 Adulto,Mulher,Preta,Ceará,7,1,2,2,4,3,0,3,1,2,0,0
60+ Idoso,Homem,Branca,Ceará,7,4,1,2,0,1,0,0,2,1,2,2
60+ Idoso,Homem,Parda,Ceará,7,1,1,4,0,1,0,1,3,1,3,3
13-17 Adolescente,Homem,Parda,Ceará,7,3,1,4,1,0,0,4,0,0,1,1
18-25 Jovem ,Mulher,Branca,Ceará,7,1,2,2,4,0,0,1,1,2,1,1
13-17 Adolescente,Mulher,Parda,Ceará,7,4,2,3,5,2,1,4,2,3,3,3
13-17 Adolescente,Homem,Branca,Ceará,7,4,1,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Ceará,7,2,2,1,2,1,0,1,0,0,0,0
60+ Idoso,Homem,Branca,Ceará,7,3,3,4,3,0,0,3,2,0,4,4
13-17 Adolescente,Homem,Branca,Ceará,7,2,1,0,0,0,0,0,0,0,1,1
18-25 Jovem ,Mulher,Parda,Ceará,7,1,5,2,5,0,1,4,2,3,2,2
18-25 Jovem ,Homem,Branca,Ceará,7,1,1,0,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Branca,Ceará,7,2,2,3,2,3,2,4,1,1,1,1
13-17 Adolescente,Homem,Branca,Ceará,7,3,3,3,2,1,0,2,3,3,3,3
13-17 Adolescente,Mulher,Branca,Ceará,7,2,0,0,0,0,0,1,0,0,1,1
18-25 Jovem ,Homem,Preta,Ceará,7,4,1,1,1,1,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Ceará,7,1,2,1,2,2,0,2,2,1,1,1
60+ Idoso,Homem,Branca,Ceará,7,2,0,1,2,0,0,2,1,0,2,2
13-17 Adolescente,Mulher,Branca,Ceará,7,3,2,3,1,0,1,1,1,1,1,1
60+ Idoso,Mulher,Preta,Ceará,7,1,0,1,0,0,0,1,1,0,0,0
13-17 Adolescente,Homem,Parda,Ceará,7,4,2,3,4,1,1,3,1,1,1,1
26-59 Adulto,Mulher,Preta,Ceará,7,4,2,2,4,1,2,4,2,1,4,4
18-25 Jovem ,Homem,Preta,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Ceará,7,1,1,1,1,0,0,0,0,1,0,0
0-12 Criança,Homem,Amarela,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Ceará,7,1,0,0,1,0,0,2,0,0,0,0
18-25 Jovem ,Homem,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Ceará,7,4,1,2,1,1,1,3,1,1,1,1
13-17 Adolescente,Mulher,Branca,Ceará,7,1,1,0,2,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Ceará,7,1,2,2,2,1,1,5,0,0,0,0
60+ Idoso,Mulher,Indígena,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Ceará,7,1,0,1,1,1,1,1,1,1,1,1
18-25 Jovem ,Mulher,Amarela,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Ceará,7,2,2,1,1,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Ceará,7,4,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Homem,Preta,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Ceará,7,4,0,0,1,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Ceará,7,3,1,1,1,1,1,0,1,1,1,1
18-25 Jovem ,Mulher,Preta,Ceará,7,4,0,1,1,0,0,1,0,0,0,0
13-17 Adolescente,Homem,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Ceará,7,4,1,2,1,0,2,0,1,2,2,2
18-25 Jovem ,Mulher,Preta,Ceará,7,3,0,2,0,0,0,2,1,0,1,1
26-59 Adulto,Homem,Amarela,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Ceará,7,4,0,0,0,0,0,1,0,0,0,0
60+ Idoso,Homem,Preta,Ceará,7,1,0,1,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Ceará,7,3,0,0,0,0,0,0,0,1,0,0
60+ Idoso,Homem,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Ceará,7,2,0,1,0,0,0,1,0,0,0,0
26-59 Adulto,Homem,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Ceará,7,1,0,0,0,0,0,0,0,1,0,0
13-17 Adolescente,Mulher,Indígena,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,1,1
13-17 Adolescente,Mulher,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Ceará,7,3,0,0,0,0,0,1,1,0,0,0
60+ Idoso,Mulher,Indígena,Ceará,7,4,1,1,0,1,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Ceará,7,3,0,1,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Preta,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Ceará,7,4,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Ceará,7,4,1,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Ceará,7,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Não respondeu,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Não respondeu,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Não respondeu,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Não respondeu,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Não respondeu,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Ceará,7,1,0,0,0,0,0,0,0,0,1,1
18-25 Jovem ,Homem,Amarela,Ceará,7,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Não respondeu,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Não respondeu,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Não respondeu,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Não respondeu,Ceará,7,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Ceará,7,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Rio Grande do Norte,7,1,0,0,1,1,1,1,0,0,0,0
60+ Idoso,Mulher,Parda,Rio Grande do Norte,7,3,0,3,2,0,0,2,0,1,5,5
0-12 Criança,Mulher,Parda,Rio Grande do Norte,7,3,2,0,1,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Rio Grande do Norte,7,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Rio Grande do Norte,7,3,7,3,6,2,1,6,5,4,5,5
60+ Idoso,Homem,Branca,Rio Grande do Norte,7,3,0,0,0,0,0,1,1,0,2,2
