classificacao,genero,estados,mes_pesquisa,semana_do_mes,foi_estabelecimento_saude,nao_foi_estabelecimento_saude,ignorou_os_sintomas,hospital_sus,nao_era_um_hospital_sus,nao_respondeu,atenidento_pivado_ou_militar,nao_buscou_atendimento_privado,nao_respondeu_atendiento_privado,fez_exame_SWAB,nao_fez_exame_SWAB,resultado_positivo,resultado_negativo,resultado_inconclusivo,ainda_sem_resultado,tem_doencas_respiratorias,nao_tem_doencas_respiratorias,ignorou_doencas_respiratorias
13-17 Adolescente,Mulher,Mato Grosso do Sul,7,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,73,1
0-12 Criança,Homem,Mato Grosso do Sul,7,2,1,4,0,0,1,0,0,1,0,1,1,0,1,0,0,10,174,1
0-12 Criança,Mulher,Mato Grosso do Sul,7,2,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,3,189,0
0-12 Criança,Mulher,Mato Grosso do Sul,7,4,1,5,0,0,1,0,0,1,0,0,3,0,0,0,0,6,172,0
18-25 Jovem ,Homem,Mato Grosso do Sul,7,3,1,8,0,1,0,0,0,1,0,0,4,0,0,0,0,4,131,0
60+ Idoso,Mulher,Mato Grosso do Sul,7,4,4,10,0,0,4,0,0,4,0,4,3,0,4,0,0,7,176,2
18-25 Jovem ,Mulher,Mato Grosso do Sul,7,3,4,4,0,0,4,0,0,4,0,4,3,0,4,0,0,3,105,0
60+ Idoso,Homem,Mato Grosso do Sul,7,1,0,2,0,0,0,0,0,0,0,5,4,1,4,0,0,9,163,1
0-12 Criança,Homem,Mato Grosso do Sul,7,4,4,6,0,1,3,0,0,4,0,1,4,0,1,0,0,5,200,1
13-17 Adolescente,Mulher,Mato Grosso do Sul,7,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,76,0
60+ Idoso,Homem,Mato Grosso do Sul,7,3,0,9,0,0,0,0,0,0,0,2,1,0,2,0,0,4,157,0
0-12 Criança,Mulher,Mato Grosso do Sul,7,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6,159,0
13-17 Adolescente,Mulher,Mato Grosso do Sul,7,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,74,0
13-17 Adolescente,Homem,Mato Grosso do Sul,7,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,69,0
13-17 Adolescente,Homem,Mato Grosso do Sul,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,86,0
18-25 Jovem ,Homem,Mato Grosso do Sul,7,1,1,2,0,0,1,0,0,1,0,1,5,0,1,0,0,10,100,0
13-17 Adolescente,Homem,Mato Grosso do Sul,7,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,7,77,0
18-25 Jovem ,Homem,Mato Grosso do Sul,7,4,2,3,0,0,2,0,0,2,0,6,2,1,4,0,1,4,111,1
60+ Idoso,Homem,Mato Grosso,7,4,5,12,0,0,5,0,0,5,0,8,5,1,6,0,1,10,211,0
60+ Idoso,Mulher,Mato Grosso,7,4,7,14,0,2,4,1,0,6,1,6,9,1,4,0,1,12,242,2
26-59 Adulto,Mulher,Mato Grosso,7,4,30,36,0,4,25,1,3,27,0,36,51,6,28,0,2,40,672,4
26-59 Adulto,Homem,Mato Grosso,7,4,22,20,0,3,19,0,0,22,0,24,48,6,17,0,1,19,648,7
0-12 Criança,Mulher,Mato Grosso,7,4,5,2,0,3,2,0,0,5,0,2,8,0,2,0,0,8,221,1
26-59 Adulto,Homem,Mato Grosso,7,2,20,40,0,3,17,0,0,20,0,18,34,5,11,0,2,17,655,5
26-59 Adulto,Mulher,Mato Grosso,7,2,28,39,0,2,26,0,2,25,1,22,38,7,10,0,5,33,697,6
0-12 Criança,Homem,Mato Grosso,7,2,1,9,0,0,1,0,0,1,0,2,1,0,1,0,1,6,254,1
18-25 Jovem ,Mulher,Mato Grosso,7,4,6,7,0,2,4,0,0,6,0,6,15,3,3,0,0,10,155,3
26-59 Adulto,Homem,Mato Grosso,7,1,20,35,0,0,20,0,0,20,0,15,34,7,6,0,2,19,657,5
26-59 Adulto,Mulher,Mato Grosso,7,1,22,58,0,2,19,1,0,22,0,27,41,9,15,0,3,31,707,5
0-12 Criança,Mulher,Mato Grosso,7,1,5,5,0,0,5,0,0,5,0,0,4,0,0,0,0,9,263,1
26-59 Adulto,Mulher,Mato Grosso,7,3,32,46,0,7,25,0,1,31,0,26,50,9,14,1,2,37,688,4
0-12 Criança,Homem,Mato Grosso,7,3,3,8,0,0,3,0,0,3,0,3,7,3,0,0,0,7,239,0
0-12 Criança,Mulher,Mato Grosso,7,3,2,4,0,1,1,0,0,2,0,1,2,1,0,0,0,5,210,1
18-25 Jovem ,Homem,Mato Grosso,7,2,6,3,0,0,6,0,1,5,0,3,7,1,1,0,1,6,152,0
13-17 Adolescente,Homem,Mato Grosso,7,2,1,5,0,0,1,0,0,1,0,1,1,0,1,0,0,5,106,0
26-59 Adulto,Homem,Mato Grosso,7,3,23,37,0,5,18,0,0,23,0,21,46,9,11,0,1,13,619,1
18-25 Jovem ,Homem,Mato Grosso,7,4,2,1,0,0,2,0,0,2,0,4,2,0,4,0,0,5,159,0
13-17 Adolescente,Mulher,Mato Grosso,7,4,1,1,0,1,0,0,0,1,0,2,5,0,1,0,1,0,114,0
60+ Idoso,Mulher,Mato Grosso,7,3,6,13,0,1,5,0,0,6,0,4,7,1,3,0,0,12,208,1
60+ Idoso,Homem,Mato Grosso,7,3,6,18,0,0,6,0,0,6,0,3,6,1,2,0,0,5,207,1
60+ Idoso,Mulher,Mato Grosso,7,2,7,18,0,1,6,0,0,7,0,2,9,1,0,0,1,14,202,0
0-12 Criança,Homem,Mato Grosso,7,4,3,6,0,0,3,0,0,3,0,0,8,0,0,0,0,10,250,2
60+ Idoso,Homem,Mato Grosso,7,2,2,17,0,0,2,0,0,2,0,1,4,0,1,0,0,3,202,1
18-25 Jovem ,Mulher,Mato Grosso,7,2,4,12,0,0,4,0,0,4,0,1,6,0,0,0,1,8,143,1
18-25 Jovem ,Homem,Mato Grosso,7,3,7,2,0,2,5,0,0,7,0,8,5,1,7,0,0,8,142,1
13-17 Adolescente,Mulher,Mato Grosso,7,3,1,2,0,0,1,0,0,1,0,0,3,0,0,0,0,5,109,3
60+ Idoso,Mulher,Mato Grosso,7,1,7,7,0,3,4,0,0,7,0,3,4,0,3,0,0,11,185,3
13-17 Adolescente,Mulher,Mato Grosso,7,1,2,1,0,0,2,0,0,2,0,0,1,0,0,0,0,3,110,1
18-25 Jovem ,Homem,Mato Grosso,7,1,4,6,0,0,4,0,0,4,0,6,5,4,2,0,0,2,173,0
18-25 Jovem ,Mulher,Mato Grosso,7,3,4,8,0,0,4,0,0,4,0,6,6,1,3,0,2,8,140,1
0-12 Criança,Homem,Mato Grosso,7,1,6,6,0,2,4,0,0,6,0,1,1,0,1,0,0,11,271,6
0-12 Criança,Mulher,Mato Grosso,7,2,1,8,0,1,0,0,0,1,0,0,1,0,0,0,0,7,232,2
13-17 Adolescente,Mulher,Mato Grosso,7,2,2,5,0,0,2,0,0,2,0,1,1,1,0,0,0,6,112,0
60+ Idoso,Homem,Mato Grosso,7,1,5,10,0,1,4,0,0,5,0,2,5,0,1,0,1,10,165,2
13-17 Adolescente,Homem,Mato Grosso,7,4,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,6,115,1
13-17 Adolescente,Homem,Mato Grosso,7,1,2,3,0,0,2,0,0,2,0,1,2,0,0,0,1,7,108,1
13-17 Adolescente,Homem,Mato Grosso,7,3,2,5,0,0,2,0,0,2,0,1,2,1,0,0,0,6,108,0
18-25 Jovem ,Mulher,Mato Grosso,7,1,9,12,0,0,9,0,0,9,0,3,4,1,2,0,0,5,145,1
18-25 Jovem ,Homem,Goiás,7,2,7,9,0,1,6,0,0,7,0,15,9,6,7,0,2,13,175,0
26-59 Adulto,Mulher,Goiás,7,2,17,55,0,2,15,0,1,16,0,46,49,7,32,1,6,59,820,6
60+ Idoso,Homem,Goiás,7,1,6,21,0,2,4,0,0,6,0,11,6,2,9,0,0,21,242,1
26-59 Adulto,Mulher,Goiás,7,1,19,69,0,3,16,0,0,19,0,33,39,7,23,1,2,48,785,4
13-17 Adolescente,Homem,Goiás,7,1,1,5,0,0,1,0,0,1,0,2,1,0,1,0,1,6,120,1
0-12 Criança,Mulher,Goiás,7,1,0,8,0,0,0,0,0,0,0,3,1,0,3,0,0,17,238,2
26-59 Adulto,Mulher,Goiás,7,3,25,68,0,8,17,0,3,22,0,40,59,14,23,0,3,50,842,2
60+ Idoso,Mulher,Goiás,7,3,8,20,0,1,7,0,0,8,0,11,7,3,8,0,0,19,276,1
18-25 Jovem ,Mulher,Goiás,7,1,3,11,0,0,3,0,0,3,0,8,7,0,8,0,0,10,174,0
18-25 Jovem ,Homem,Goiás,7,1,5,12,0,1,3,1,0,4,1,11,9,1,9,0,1,12,186,1
26-59 Adulto,Homem,Goiás,7,1,10,43,0,1,9,0,1,9,0,19,29,5,13,0,1,33,747,5
26-59 Adulto,Mulher,Goiás,7,4,26,70,0,6,20,0,2,24,0,52,58,10,41,0,1,43,839,6
18-25 Jovem ,Mulher,Goiás,7,4,3,10,0,1,2,0,0,3,0,7,13,1,5,0,1,7,201,1
26-59 Adulto,Homem,Goiás,7,4,16,41,0,1,15,0,3,13,0,30,40,10,18,1,1,23,748,6
0-12 Criança,Homem,Goiás,7,4,4,9,0,0,4,0,0,4,0,4,2,1,2,0,1,22,277,2
60+ Idoso,Mulher,Goiás,7,4,11,26,0,4,7,0,0,11,0,9,17,4,5,0,0,25,304,1
60+ Idoso,Mulher,Goiás,7,1,2,19,0,0,2,0,0,2,0,4,5,0,3,0,1,18,276,3
60+ Idoso,Mulher,Goiás,7,2,8,29,0,3,5,0,0,8,0,7,3,2,4,0,1,20,307,2
26-59 Adulto,Homem,Goiás,7,2,21,29,0,5,16,0,3,18,0,38,42,10,20,0,8,37,742,6
18-25 Jovem ,Homem,Goiás,7,4,1,11,0,0,1,0,0,1,0,7,14,2,5,0,0,11,180,1
60+ Idoso,Homem,Goiás,7,3,8,18,0,1,7,0,0,8,0,11,10,3,7,0,1,15,261,0
13-17 Adolescente,Homem,Goiás,7,2,1,4,0,0,1,0,0,1,0,3,1,0,0,0,3,10,105,1
13-17 Adolescente,Mulher,Goiás,7,3,4,7,0,1,3,0,0,4,0,5,2,3,1,0,1,7,134,0
60+ Idoso,Homem,Goiás,7,4,9,19,0,0,9,0,1,8,0,11,16,3,7,0,1,21,260,0
0-12 Criança,Homem,Goiás,7,3,0,11,0,0,0,0,0,0,0,3,1,1,2,0,0,26,251,0
0-12 Criança,Mulher,Goiás,7,4,3,5,0,0,3,0,1,2,0,3,3,1,2,0,0,6,253,1
0-12 Criança,Homem,Goiás,7,2,0,7,0,0,0,0,0,0,0,3,3,1,1,0,1,22,236,2
13-17 Adolescente,Homem,Goiás,7,3,1,6,0,1,0,0,0,1,0,2,4,2,0,0,0,15,138,2
18-25 Jovem ,Homem,Goiás,7,3,5,7,0,1,4,0,0,5,0,4,7,3,1,0,0,12,182,0
60+ Idoso,Homem,Goiás,7,2,2,11,0,0,2,0,0,2,0,5,6,0,5,0,0,14,242,4
18-25 Jovem ,Mulher,Goiás,7,3,1,4,0,0,1,0,0,1,0,3,9,0,2,0,1,6,158,0
26-59 Adulto,Homem,Goiás,7,3,15,35,0,4,11,0,0,15,0,30,44,7,20,0,3,35,745,2
18-25 Jovem ,Mulher,Goiás,7,2,4,12,0,2,2,0,0,4,0,7,6,2,5,0,0,14,186,0
0-12 Criança,Homem,Goiás,7,1,1,9,0,1,0,0,0,1,0,2,1,0,2,0,0,14,224,3
0-12 Criança,Mulher,Goiás,7,3,3,13,0,0,3,0,0,3,0,6,7,1,4,0,1,4,237,1
13-17 Adolescente,Mulher,Goiás,7,1,0,5,0,0,0,0,0,0,0,3,1,1,2,0,0,12,105,0
13-17 Adolescente,Homem,Goiás,7,4,1,6,0,0,1,0,1,0,0,3,2,1,2,0,0,13,107,1
13-17 Adolescente,Mulher,Goiás,7,4,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,8,122,0
0-12 Criança,Mulher,Goiás,7,2,1,7,0,1,0,0,0,1,0,4,1,0,3,0,1,13,226,0
13-17 Adolescente,Mulher,Goiás,7,2,1,8,0,0,1,0,0,1,0,1,0,0,1,0,0,8,110,1
26-59 Adulto,Homem,Distrito Federal,7,4,8,15,0,1,7,0,0,8,0,41,52,14,26,0,1,29,361,9
26-59 Adulto,Mulher,Distrito Federal,7,4,18,29,0,6,12,0,0,18,0,44,54,11,31,0,2,38,413,14
13-17 Adolescente,Mulher,Distrito Federal,7,4,0,5,0,0,0,0,0,0,0,5,0,1,4,0,0,7,69,6
0-12 Criança,Homem,Distrito Federal,7,4,1,4,0,0,1,0,1,0,0,5,5,0,5,0,0,10,128,4
60+ Idoso,Mulher,Distrito Federal,7,2,2,6,0,0,2,0,0,2,0,5,7,1,3,0,1,16,129,2
26-59 Adulto,Mulher,Distrito Federal,7,2,13,36,0,1,12,0,1,12,0,40,66,15,22,0,3,43,397,2
0-12 Criança,Mulher,Distrito Federal,7,4,0,2,0,0,0,0,0,0,0,4,4,1,3,0,0,9,112,3
18-25 Jovem ,Homem,Distrito Federal,7,4,1,6,0,0,1,0,0,1,0,13,8,1,11,0,1,11,94,3
60+ Idoso,Mulher,Distrito Federal,7,1,4,11,0,0,4,0,1,3,0,5,14,1,4,0,0,11,139,2
60+ Idoso,Homem,Distrito Federal,7,2,2,5,0,0,2,0,0,2,0,9,3,3,6,0,0,8,109,2
26-59 Adulto,Homem,Distrito Federal,7,2,9,18,0,2,7,0,0,9,0,28,49,5,20,0,3,31,326,2
0-12 Criança,Mulher,Distrito Federal,7,2,0,4,0,0,0,0,0,0,0,3,2,1,2,0,0,9,102,0
0-12 Criança,Homem,Distrito Federal,7,2,0,4,0,0,0,0,0,0,0,1,6,0,1,0,0,20,115,1
26-59 Adulto,Homem,Distrito Federal,7,1,12,22,1,1,11,0,1,11,0,27,55,4,22,0,1,24,327,4
26-59 Adulto,Mulher,Distrito Federal,7,3,20,25,0,8,12,0,0,20,0,42,49,13,28,0,1,22,387,6
13-17 Adolescente,Mulher,Distrito Federal,7,3,1,1,0,1,0,0,0,1,0,2,1,1,1,0,0,7,43,0
13-17 Adolescente,Mulher,Distrito Federal,7,2,2,4,0,0,2,0,0,2,0,1,4,1,0,0,0,8,60,1
26-59 Adulto,Mulher,Distrito Federal,7,1,18,44,1,3,15,0,1,17,0,32,65,4,27,0,1,36,403,6
60+ Idoso,Homem,Distrito Federal,7,1,2,3,0,0,2,0,0,2,0,7,10,3,3,0,1,8,103,1
18-25 Jovem ,Homem,Distrito Federal,7,2,3,4,0,1,2,0,0,3,0,3,9,1,1,0,1,15,76,0
26-59 Adulto,Homem,Distrito Federal,7,3,10,13,0,1,9,0,0,10,0,23,47,9,13,0,1,15,337,6
18-25 Jovem ,Mulher,Distrito Federal,7,3,8,4,0,4,4,0,0,8,0,9,16,0,8,0,1,11,98,0
0-12 Criança,Homem,Distrito Federal,7,3,2,2,0,0,2,0,0,2,0,2,4,1,1,0,0,13,97,2
60+ Idoso,Mulher,Distrito Federal,7,3,6,9,0,0,6,0,0,6,0,5,10,3,2,0,0,14,133,1
60+ Idoso,Mulher,Distrito Federal,7,4,2,8,0,1,1,0,0,2,0,10,12,4,6,0,0,14,113,1
18-25 Jovem ,Mulher,Distrito Federal,7,2,3,10,0,1,2,0,1,2,0,5,8,2,3,0,0,10,92,0
18-25 Jovem ,Homem,Distrito Federal,7,3,2,6,0,0,2,0,0,2,0,7,13,3,3,0,1,8,92,1
60+ Idoso,Homem,Distrito Federal,7,3,2,7,0,0,2,0,0,2,0,8,6,1,6,0,1,3,99,1
18-25 Jovem ,Homem,Distrito Federal,7,1,3,6,0,0,3,0,1,2,0,2,8,1,1,0,0,9,104,2
13-17 Adolescente,Homem,Distrito Federal,7,3,0,3,0,0,0,0,0,0,0,2,6,1,1,0,0,5,54,1
0-12 Criança,Mulher,Distrito Federal,7,3,1,4,0,1,0,0,0,1,0,2,3,0,2,0,0,8,101,3
18-25 Jovem ,Mulher,Distrito Federal,7,1,2,7,0,0,2,0,0,2,0,3,13,0,2,0,1,7,87,0
13-17 Adolescente,Homem,Distrito Federal,7,2,2,4,0,0,2,0,0,2,0,0,2,0,0,0,0,13,53,0
0-12 Criança,Homem,Distrito Federal,7,1,1,4,0,0,1,0,0,1,0,1,6,0,1,0,0,12,115,2
13-17 Adolescente,Homem,Distrito Federal,7,4,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,11,53,1
13-17 Adolescente,Homem,Distrito Federal,7,1,0,1,0,0,0,0,0,0,0,2,8,0,2,0,0,6,57,0
13-17 Adolescente,Mulher,Distrito Federal,7,1,1,3,0,0,1,0,0,1,0,0,3,0,0,0,0,4,52,4
0-12 Criança,Mulher,Distrito Federal,7,1,2,5,0,0,2,0,0,2,0,3,5,0,2,0,1,15,105,1
60+ Idoso,Homem,Distrito Federal,7,4,0,3,0,0,0,0,0,0,0,7,9,1,6,0,0,3,105,0
18-25 Jovem ,Mulher,Distrito Federal,7,4,7,5,0,3,4,0,0,7,0,10,7,4,6,0,0,9,102,5
26-59 Adulto,Homem,Rondônia,8,4,5,10,0,1,4,0,0,5,0,17,16,6,10,0,1,11,285,1
26-59 Adulto,Mulher,Rondônia,8,4,13,10,0,2,11,0,0,13,0,25,18,9,14,0,2,15,295,5
13-17 Adolescente,Homem,Rondônia,8,4,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,2,41,0
0-12 Criança,Homem,Rondônia,8,4,1,2,0,0,1,0,0,1,0,1,1,0,1,0,0,6,89,1
26-59 Adulto,Mulher,Rondônia,8,1,4,18,0,0,4,0,0,4,0,14,18,2,11,0,1,17,305,6
26-59 Adulto,Mulher,Rondônia,8,2,9,14,0,0,9,0,0,9,0,12,20,4,7,0,1,17,303,5
18-25 Jovem ,Mulher,Rondônia,8,4,3,4,0,1,2,0,0,3,0,6,4,1,5,0,0,2,80,0
0-12 Criança,Mulher,Rondônia,8,4,2,2,0,1,1,0,0,2,0,2,1,2,0,0,0,5,95,0
13-17 Adolescente,Mulher,Rondônia,8,4,2,1,0,1,1,0,0,2,0,1,0,1,0,0,0,0,30,2
60+ Idoso,Homem,Rondônia,8,3,2,2,0,2,0,0,0,2,0,3,6,2,1,0,0,4,90,0
60+ Idoso,Mulher,Rondônia,8,3,0,5,0,0,0,0,0,0,0,3,5,0,3,0,0,4,96,0
26-59 Adulto,Homem,Rondônia,8,2,1,13,0,0,1,0,0,1,0,11,13,1,6,0,4,7,278,3
13-17 Adolescente,Mulher,Rondônia,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2
26-59 Adulto,Homem,Rondônia,8,3,5,12,0,0,5,0,0,5,0,13,15,5,7,0,1,5,308,0
26-59 Adulto,Mulher,Rondônia,8,3,8,20,0,2,6,0,0,8,0,20,17,10,9,0,1,12,339,0
18-25 Jovem ,Homem,Rondônia,8,3,1,6,0,0,1,0,0,1,0,4,4,2,2,0,0,3,92,0
0-12 Criança,Homem,Rondônia,8,3,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,4,115,0
60+ Idoso,Homem,Rondônia,8,4,1,4,0,0,1,0,0,1,0,3,2,0,3,0,0,9,81,0
18-25 Jovem ,Homem,Rondônia,8,4,3,3,0,2,1,0,0,3,0,3,3,0,1,1,1,3,65,0
26-59 Adulto,Homem,Rondônia,8,1,4,12,0,1,3,0,0,4,0,8,13,2,6,0,0,10,294,3
18-25 Jovem ,Homem,Rondônia,8,1,2,2,0,0,2,0,0,2,0,6,3,2,4,0,0,3,74,0
0-12 Criança,Homem,Rondônia,8,1,1,5,0,0,1,0,0,1,0,1,2,0,1,0,0,4,113,4
13-17 Adolescente,Homem,Rondônia,8,3,1,2,0,0,1,0,0,1,0,2,0,0,2,0,0,3,55,0
13-17 Adolescente,Mulher,Rondônia,8,3,0,2,0,0,0,0,0,0,0,1,3,0,1,0,0,1,45,0
0-12 Criança,Mulher,Rondônia,8,3,0,3,0,0,0,0,0,0,0,2,1,0,0,0,2,6,99,0
13-17 Adolescente,Mulher,Rondônia,8,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,35,2
60+ Idoso,Mulher,Rondônia,8,2,1,5,0,1,0,0,0,1,0,1,2,1,0,0,0,5,100,3
18-25 Jovem ,Mulher,Rondônia,8,2,4,2,0,1,3,0,0,4,0,5,2,3,2,0,0,3,80,3
0-12 Criança,Mulher,Rondônia,8,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,112,3
0-12 Criança,Homem,Rondônia,8,2,1,3,0,0,1,0,0,1,0,1,0,1,0,0,0,4,103,2
60+ Idoso,Mulher,Rondônia,8,1,0,2,0,0,0,0,0,0,0,2,1,1,1,0,0,2,92,2
60+ Idoso,Homem,Rondônia,8,1,1,6,0,0,1,0,0,1,0,0,6,0,0,0,0,5,76,2
13-17 Adolescente,Homem,Rondônia,8,2,2,0,0,0,2,0,0,2,0,1,1,1,0,0,0,1,42,5
18-25 Jovem ,Homem,Rondônia,8,2,3,2,0,0,3,0,1,2,0,4,6,3,1,0,0,1,82,0
60+ Idoso,Mulher,Rondônia,8,4,2,3,0,0,2,0,1,1,0,1,4,0,1,0,0,5,93,3
18-25 Jovem ,Mulher,Rondônia,8,3,2,1,0,0,2,0,0,2,0,5,6,1,4,0,0,4,86,0
60+ Idoso,Homem,Rondônia,8,2,3,4,0,1,2,0,0,3,0,4,5,4,0,0,0,8,98,4
0-12 Criança,Mulher,Rondônia,8,1,1,2,0,0,1,0,0,1,0,1,1,0,1,0,0,1,93,1
18-25 Jovem ,Mulher,Rondônia,8,1,2,3,0,1,1,0,0,2,0,2,3,1,1,0,0,1,67,0
13-17 Adolescente,Homem,Rondônia,8,1,2,2,0,0,2,0,0,2,0,0,1,0,0,0,0,3,50,0
26-59 Adulto,Mulher,Acre,8,1,7,30,0,1,6,0,0,7,0,14,22,6,5,1,2,18,394,0
26-59 Adulto,Homem,Acre,8,1,6,23,0,1,5,0,0,6,0,12,14,1,10,0,1,12,351,0
0-12 Criança,Mulher,Acre,8,1,1,4,0,0,1,0,0,1,0,0,3,0,0,0,0,9,122,0
0-12 Criança,Homem,Acre,8,1,3,4,0,0,3,0,0,3,0,0,1,0,0,0,0,8,159,0
60+ Idoso,Homem,Acre,8,4,0,1,0,0,0,0,0,0,0,2,3,1,1,0,0,3,84,0
26-59 Adulto,Homem,Acre,8,2,5,25,0,1,4,0,0,5,0,11,21,7,4,0,0,11,332,3
26-59 Adulto,Mulher,Acre,8,2,9,24,0,3,6,0,0,9,0,13,34,6,6,0,1,17,370,5
0-12 Criança,Mulher,Acre,8,2,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,5,135,2
26-59 Adulto,Homem,Acre,8,4,6,24,0,1,5,0,0,6,0,11,28,7,4,0,0,2,355,2
60+ Idoso,Mulher,Acre,8,4,1,5,0,0,1,0,0,1,0,1,7,0,0,1,0,4,90,1
13-17 Adolescente,Homem,Acre,8,4,2,3,0,1,1,0,0,2,0,1,1,1,0,0,0,1,93,0
18-25 Jovem ,Homem,Acre,8,4,1,2,0,0,1,0,0,1,0,1,1,1,0,0,0,2,95,1
26-59 Adulto,Mulher,Acre,8,4,5,35,0,1,4,0,0,5,0,16,30,10,6,0,0,18,398,2
18-25 Jovem ,Homem,Acre,8,1,5,8,0,0,5,0,0,5,0,3,4,0,1,0,2,1,129,0
18-25 Jovem ,Homem,Acre,8,2,1,6,0,0,1,0,0,1,0,3,6,2,1,0,0,3,108,0
13-17 Adolescente,Mulher,Acre,8,4,2,1,0,2,0,0,0,2,0,1,4,1,0,0,0,3,67,0
13-17 Adolescente,Homem,Acre,8,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,77,0
13-17 Adolescente,Mulher,Acre,8,2,3,3,0,0,3,0,0,3,0,1,1,0,1,0,0,6,73,0
60+ Idoso,Mulher,Acre,8,3,1,4,0,1,0,0,0,1,0,4,7,1,3,0,0,4,121,1
60+ Idoso,Homem,Acre,8,3,5,5,0,1,4,0,0,5,0,4,7,0,3,0,1,4,110,0
60+ Idoso,Homem,Acre,8,2,1,6,0,0,1,0,0,1,0,2,6,0,2,0,0,1,82,0
0-12 Criança,Homem,Acre,8,4,1,6,0,1,0,0,0,1,0,2,2,1,1,0,0,2,145,0
18-25 Jovem ,Mulher,Acre,8,4,2,9,0,2,0,0,0,2,0,4,8,2,2,0,0,6,114,1
0-12 Criança,Mulher,Acre,8,4,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,130,0
13-17 Adolescente,Homem,Acre,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0
0-12 Criança,Homem,Acre,8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,2
18-25 Jovem ,Mulher,Acre,8,2,0,3,0,0,0,0,0,0,0,1,5,0,1,0,0,3,103,1
26-59 Adulto,Mulher,Acre,8,3,6,29,0,2,4,0,0,6,0,14,33,7,6,1,0,20,390,0
13-17 Adolescente,Mulher,Acre,8,1,1,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,77,0
60+ Idoso,Homem,Acre,8,1,1,4,0,1,0,0,0,1,0,3,3,2,1,0,0,0,89,0
18-25 Jovem ,Mulher,Acre,8,3,2,8,0,1,1,0,0,2,0,6,7,2,3,0,1,6,121,0
18-25 Jovem ,Mulher,Acre,8,1,5,5,0,0,5,0,0,5,0,1,2,1,0,0,0,2,107,0
60+ Idoso,Mulher,Acre,8,2,1,10,0,0,1,0,0,1,0,2,6,0,1,1,0,4,92,1
13-17 Adolescente,Mulher,Acre,8,3,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,1,72,0
0-12 Criança,Mulher,Acre,8,3,0,5,0,0,0,0,0,0,0,1,2,0,1,0,0,6,156,0
0-12 Criança,Homem,Acre,8,3,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,3,162,0
18-25 Jovem ,Homem,Acre,8,3,1,5,0,1,0,0,0,1,0,3,6,2,1,0,0,5,109,2
13-17 Adolescente,Homem,Acre,8,3,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,4,70,0
26-59 Adulto,Homem,Acre,8,3,2,24,0,0,2,0,0,2,0,7,24,3,4,0,0,3,358,0
60+ Idoso,Mulher,Acre,8,1,2,11,0,0,2,0,1,1,0,1,11,1,0,0,0,8,92,1
26-59 Adulto,Mulher,Amazonas,8,2,6,21,0,1,5,0,0,6,0,11,52,4,7,0,0,12,531,8
26-59 Adulto,Mulher,Amazonas,8,1,10,17,0,0,10,0,1,9,0,15,58,2,13,0,0,20,512,8
18-25 Jovem ,Homem,Amazonas,8,1,5,6,0,1,4,0,0,5,0,3,8,0,3,0,0,8,166,1
26-59 Adulto,Homem,Amazonas,8,3,7,21,0,2,5,0,0,7,0,17,55,5,12,0,0,13,509,2
18-25 Jovem ,Homem,Amazonas,8,3,4,4,0,0,4,0,1,3,0,8,15,1,6,0,1,7,175,2
60+ Idoso,Homem,Amazonas,8,1,2,11,0,2,0,0,0,2,0,3,12,1,2,0,0,3,133,1
26-59 Adulto,Homem,Amazonas,8,1,6,12,0,1,5,0,1,5,0,14,48,1,9,0,4,11,512,8
13-17 Adolescente,Mulher,Amazonas,8,1,2,6,0,0,2,0,0,2,0,2,6,0,2,0,0,6,118,1
60+ Idoso,Mulher,Amazonas,8,4,4,8,0,1,3,0,1,3,0,2,17,1,1,0,0,4,160,2
26-59 Adulto,Homem,Amazonas,8,4,5,30,0,0,5,0,0,5,0,15,53,8,7,0,0,10,538,2
